date, time, answer, isCorrect, 
4/19/2022 7:58:05 PM, 5.189327, 539, correct
4/19/2022 7:58:10 PM, 9.677109, 592, correct
4/19/2022 7:58:13 PM, 12.97318, 528, correct
4/19/2022 7:58:16 PM, 16.08872, 318, correct
4/19/2022 7:58:19 PM, 19.13992, 146, correct
4/19/2022 7:58:22 PM, 21.7999, 380, correct
4/19/2022 7:58:25 PM, 24.53666, 369, correct
4/19/2022 7:58:29 PM, 29.13597, 368, correct
4/19/2022 7:58:31 PM, 31.13584, 243, correct
4/19/2022 7:58:33 PM, 32.88378, 26, correct
4/19/2022 7:58:34 PM, 34.48377, 86, correct
4/19/2022 7:58:37 PM, 36.5008, 216, correct
4/19/2022 7:58:39 PM, 39.01585, 270, correct
4/19/2022 7:58:42 PM, 41.84886, 183, correct
4/19/2022 7:58:53 PM, 52.86787, 873, correct
4/19/2022 7:58:55 PM, 55.01984, 85, correct
4/19/2022 7:58:59 PM, 59.11671, 288, correct
4/19/2022 7:59:02 PM, 62.10778, 693, correct
4/19/2022 7:59:06 PM, 65.56441, 464, correct
4/19/2022 7:59:09 PM, 69.39987, 608, correct
4/19/2022 7:59:15 PM, 74.53986, 345, correct
4/19/2022 7:59:17 PM, 76.86784, 70, correct
4/19/2022 7:59:22 PM, 81.86502, 846, correct
4/19/2022 7:59:25 PM, 85.28046, 216, wrong
4/19/2022 7:59:27 PM, 87.10472, 213, correct
4/19/2022 7:59:31 PM, 91.03995, 272, correct
4/19/2022 7:59:34 PM, 93.73582, 261, correct
4/19/2022 7:59:35 PM, 95.24836, 27, correct
4/19/2022 7:59:37 PM, 97.03174, 275, correct
4/19/2022 7:59:41 PM, 100.616, 235, correct
4/19/2022 7:59:44 PM, 104.3277, 672, correct
4/19/2022 7:59:46 PM, 106.1884, 105, correct
4/19/2022 7:59:50 PM, 110.2677, 658, correct
4/19/2022 7:59:52 PM, 111.9717, 88, correct
4/19/2022 8:00:00 PM, 119.9359, 288, correct
4/19/2022 8:00:04 PM, 124.3602, 504, correct
4/19/2022 8:00:06 PM, 125.9651, 61, correct
4/19/2022 8:00:09 PM, 129.0406, 237, correct
4/19/2022 8:00:11 PM, 131.1639, 154, correct
4/19/2022 8:00:16 PM, 135.7756, 148, correct
4/19/2022 8:00:19 PM, 139.4878, 736, correct
4/19/2022 8:00:22 PM, 141.6048, 405, correct
4/19/2022 8:00:25 PM, 144.5437, 312, correct
4/19/2022 8:00:26 PM, 146.0559, 300, correct
4/19/2022 8:00:28 PM, 148.4639, 720, correct
4/19/2022 8:00:32 PM, 151.5757, 228, correct
4/19/2022 8:00:35 PM, 155.1449, 252, wrong
4/19/2022 8:00:39 PM, 159.4597, 136, correct
4/19/2022 8:00:43 PM, 163.0757, 752, correct
4/19/2022 8:00:46 PM, 165.5397, 217, correct
4/19/2022 8:00:49 PM, 169.1277, 128, correct
4/19/2022 8:00:51 PM, 171.2316, 164, correct
4/19/2022 8:00:53 PM, 173.0637, 250, correct
4/19/2022 8:00:56 PM, 176.188, 144, correct
4/19/2022 8:00:58 PM, 178.1237, 190, correct
4/19/2022 8:01:00 PM, 180.38, 320, correct
4/19/2022 8:01:03 PM, 182.7285, 546, correct
4/19/2022 8:01:06 PM, 186.3639, 396, correct
4/19/2022 8:01:09 PM, 188.8717, 168, correct
4/19/2022 8:01:11 PM, 190.5797, 240, correct
4/19/2022 8:01:12 PM, 192.0556, 83, correct
4/19/2022 8:01:17 PM, 196.8995, 595, correct
4/19/2022 8:01:19 PM, 199.0399, 195, correct
4/19/2022 8:01:23 PM, 202.6596, 394, wrong
4/19/2022 8:01:26 PM, 206.2394, 161, correct
4/19/2022 8:01:29 PM, 209.1036, 186, correct
4/19/2022 8:01:32 PM, 212.3598, 348, correct
